Sample ID,electronegativity_electrode,ionization_energy_electrode,band_gap_electrode,conductivity_electrode,stability_window_electrolyte,dielectric_constant_electrolyte,viscosity_electrolyte,solubility_electrolyte,redox_potential_mediator,molecular_weight_mediator,solubility_mediator,compatibility_label
M2417,2.152620139,6.063861277,3.583988583,7.517974569,3.975155081,26.50547671,9.316900219,0.661615112,0.244036844,201.8657831,0.485804042,0
M2418,1.116988038,5.912225917,2.974580105,3.121067472,3.828101122,40.76459688,2.996709472,0.819635159,1.623202158,180.1760602,0.308298469,0
M2419,1.092867373,7.419389259,1.624120549,9.519844448,2.032475228,70.46536086,4.813749625,0.679229449,0.662537739,320.4960118,0.708867552,1
M2420,2.16396028,10.65391658,0.12685744,7.171747909,3.773029365,8.182979434,2.034891628,0.250312075,1.24832254,498.4070065,0.684802167,0
M2421,1.480074809,6.724437731,3.750751406,3.334884868,3.476119026,78.34250355,5.308409138,0.703279034,0.763336975,73.62907497,0.863670353,1
M2422,1.070056289,5.442773862,1.073768329,2.966473203,4.679194911,79.49803957,8.602560861,0.452394278,-0.885126723,400.299401,0.884925773,1
M2423,3.268640842,5.921966746,4.172368717,5.284614024,5.753319114,49.83660339,3.179586727,0.516828727,-0.360565035,107.596366,0.58372848,0
M2424,2.375569027,11.01121478,2.1014513,0.883532216,2.343164353,29.86581528,8.145762307,0.929408118,-0.763709278,58.92576108,0.359293938,0
M2425,1.867734316,9.436482993,2.885387213,1.264997475,3.309905547,21.72867262,9.130853505,0.423967642,-0.679936713,337.3595691,0.553101428,0
M2426,3.700249549,6.772408144,4.364743652,1.840993025,3.77625895,25.73677968,0.914987319,0.650763229,-0.953783519,442.991853,0.39129237,0
M2427,1.348416881,8.887070777,4.318115005,7.769763574,3.820741512,8.757906988,7.612960456,0.42713356,0.263494937,129.334328,0.31348828,0
M2428,3.867756487,8.693057357,1.857597876,5.187187857,5.099238883,40.63332189,2.702365674,0.185254737,-0.464045105,203.7262031,0.573996609,0
M2429,1.941900152,9.588051849,1.044444464,0.204614515,3.773582663,9.299320315,1.918211093,0.508172808,1.567089561,125.9375919,0.675037465,0
M2430,3.665211017,6.632312881,3.875730389,6.767813622,2.108645206,58.88556611,6.090999442,0.637355354,1.250112613,457.9284062,0.611042723,0
M2431,2.808828629,11.05082091,2.165401018,4.294532769,4.840416378,32.89470916,7.114905639,0.466752963,0.719530984,171.6621946,0.956698545,0
M2432,3.480122079,7.165579935,0.960209968,5.157438413,5.539318781,19.95235488,4.06865766,0.451599566,0.467064036,250.1208011,0.333704313,0
M2433,3.95203949,9.858921578,4.522126712,2.21975081,4.05561885,45.86401684,0.583902329,0.838340663,-0.232394078,452.6335743,0.403724601,0
M2434,1.865216313,5.112872525,0.990520971,5.562644061,4.324434087,78.03194804,9.105304337,0.126716655,0.424854398,298.7911417,0.684260682,1
M2435,3.883406456,7.608599909,0.129035841,9.793617074,2.651745756,57.13482868,7.361319785,0.366026857,0.923687828,469.7824103,0.620340696,0
M2436,2.168445685,7.461968726,0.101399869,0.827102441,2.882583779,41.88101376,2.862334705,0.830581539,1.346686581,466.9026866,0.051770216,0
M2437,2.156535714,8.804391,3.111576782,2.910782257,2.940680956,63.26857244,5.069265786,0.928477134,-0.754953801,257.720459,0.346671195,0
M2438,2.021161313,5.509153832,3.308375304,2.505676169,3.7229679,60.31073539,0.472369342,0.471069627,1.125394066,312.0721757,0.29107376,0
M2439,2.624222822,10.53091962,1.555208525,2.560638176,5.712580884,71.88015958,3.524971262,0.899914819,1.22818963,153.6414232,0.847919142,1
M2440,1.46243513,6.524465612,1.600054946,3.84919294,4.087139067,20.35017107,5.320845309,0.27903711,0.676916603,495.7411185,0.872936294,0
M2441,2.661134456,9.739264704,1.697469575,8.199286869,2.768390581,69.41581822,5.268791428,0.299284361,-0.357042413,175.2424972,0.319698484,0
M2442,2.625114437,10.62248486,3.400792734,9.137301031,3.064350943,27.57695653,2.240211804,0.861572239,0.617553763,402.4881446,0.146967596,0
M2443,3.285705438,8.933138694,0.290668955,2.101929366,3.536060119,75.57491959,7.812124189,0.912931967,0.508114645,190.8360771,0.24494185,0
M2444,3.500949886,10.18618245,4.645581763,5.475204386,4.493035903,26.07988617,3.128849154,0.300525191,0.427130289,190.8690179,0.217739979,0
M2445,2.321324051,9.633022186,1.112605221,6.405299824,3.760132612,74.51364074,5.888018227,0.153391771,0.381919746,96.73831702,0.275563591,0
M2446,1.906999748,7.48870858,4.998366026,5.266091996,3.569779377,77.28430358,2.86091781,0.181291723,-0.667523301,301.9531149,0.272912657,1
M2447,1.778004692,10.66200977,0.857613469,4.397356303,4.258914402,15.91185181,4.366645155,0.335242752,-0.451322545,160.1745522,0.505846716,0
M2448,1.58387151,7.062909589,3.857732287,2.000557508,2.96733998,78.08749124,2.233643327,0.785304169,-0.708003735,116.777641,0.353659312,1
M2449,1.172942747,8.998490424,1.117062725,4.933371656,2.31561309,11.42922263,6.403476367,0.558992645,-0.272566517,152.0000125,0.581830663,0
M2450,2.027343937,10.21778417,0.404234008,4.072026794,2.097657259,21.392584,4.370726729,0.510029958,-0.209569652,162.9919207,0.376927893,0
M2451,1.810743076,7.652691369,4.374666622,7.976077289,3.005036654,38.31265857,0.357949584,0.625725938,-0.264772416,276.8375553,0.823943083,0
M2452,3.899252158,7.119373253,4.293756296,7.659683156,2.366368137,79.51980243,0.476016941,0.901200802,-0.367212795,223.6653665,0.953252854,1
M2453,2.673126479,8.215422071,2.017851962,1.426586944,3.345362554,41.64222884,4.817116321,0.181387342,1.206266136,83.97062646,0.433722531,0
M2454,2.041831117,10.72574446,3.511980713,0.97633862,5.091734161,46.28070824,1.995613496,0.725251715,1.455696199,291.2128623,0.096995108,0
M2455,2.741402803,11.50945234,2.785329663,9.090724038,4.865177322,57.08187121,5.933412072,0.934111761,-0.01867235,404.4863532,0.277599335,0
M2456,1.417590104,8.81558389,4.264780568,5.401533051,4.443710491,77.62201687,4.200279461,0.292015038,-0.084613325,308.4058224,0.146765256,0
M2457,2.332131248,9.630263437,1.575279847,8.592229279,5.410000976,63.75135501,6.613314388,0.853995084,1.532097049,488.5431135,0.377525714,0
M2458,2.878702964,11.32291536,2.618362,0.675696094,3.128270498,21.81155033,9.533472706,0.72822224,0.871771705,94.61759367,0.662858522,0
M2459,2.466693495,5.68982796,2.426861856,5.312504604,5.540215012,27.7243198,5.381614121,0.113021682,-0.119685026,419.5185515,0.542962513,0
M2460,2.205336402,6.624550045,1.769529131,5.440322494,3.596956679,12.32211797,7.916310315,0.308450512,1.140836878,277.5617015,0.280731894,0
M2461,3.981545167,9.962300044,4.457275323,8.620950122,3.603573273,53.33392731,7.579801764,0.645260285,0.033778431,284.7178299,0.7788961,0
M2462,3.640944286,10.76621123,0.829389623,1.066338982,3.621406455,18.55552299,9.233552822,0.552160306,0.759666843,283.5949706,0.174906693,0
M2463,2.870217874,10.9992032,0.747543198,2.48041108,2.392377465,24.30536664,2.297375099,0.575142627,1.97790209,196.3934726,0.266786176,0
M2464,2.708132084,7.905750238,2.884547677,4.124729307,5.901961993,71.60852414,8.307804314,0.308737382,-0.095216874,196.0497564,0.692244793,1
M2465,2.861981439,5.625379316,3.28747115,8.671830607,2.554027111,29.50667565,9.074099709,0.707503124,1.791578002,334.330028,0.237372667,0
M2466,1.603936323,8.064470341,0.973096272,9.394944819,3.363542898,47.49850388,4.049077213,0.339776534,-0.038042757,70.14428842,0.69482458,0
M2467,2.18541323,6.615142131,1.953587211,9.927973734,3.277201281,34.81745066,3.275398707,0.45049147,0.620860113,314.9537204,0.978094283,0
M2468,1.118378599,7.038375185,4.732819215,9.596015516,2.298717731,10.55234656,9.529951915,0.432024324,0.379951369,376.0658232,0.839785623,0
M2469,2.426638112,10.4058729,1.233087113,0.158823383,2.60904052,32.21478724,6.350801657,0.70482252,1.349478687,210.3468321,0.202010013,0
M2470,2.629073752,5.528689602,3.341803511,0.57231258,2.179433345,35.60511523,3.930629555,0.181227486,-0.816721902,147.8106228,0.5444735,0
M2471,1.683249208,10.79306852,3.700746968,1.56130751,3.169617974,72.17758264,7.959911665,0.284987711,0.881366912,146.0241107,0.451205485,1
M2472,3.892086541,7.993683601,2.240643497,3.553734758,5.466627696,29.33379902,3.183844236,0.280447364,1.282000833,86.82784401,0.992085943,0
M2473,3.728363833,9.172447518,4.687629934,8.316188507,3.357768823,33.44308398,1.928794343,0.197582207,0.416434554,90.37369364,0.966180667,0
M2474,3.166429706,5.627565619,3.683283676,8.937296334,2.494767328,63.71725765,5.530902431,0.286835481,-0.68412218,125.0095407,0.17075645,0
M2475,2.600159886,7.361513549,2.289622899,1.949660622,4.582775474,61.92174884,5.74887804,0.646354241,-0.26558496,58.62780727,0.913294328,0
M2476,3.609907479,5.627906433,2.846676009,6.234675101,5.986403648,64.87139575,8.292315526,0.758951354,1.03901711,169.8059334,0.233747421,0
M2477,1.391957031,11.73080606,3.463067217,9.181883652,2.929295158,76.53280551,4.678868079,0.694273102,1.686312157,187.8808232,0.353478927,1
M2478,3.371529383,10.65083155,2.960950902,4.690944186,3.118284021,64.66681238,8.182948087,0.527669324,0.264825821,497.849564,0.385737581,0
M2479,1.374462442,8.21742928,4.393487919,1.125081362,5.887388217,35.57061524,3.250962258,0.147191114,0.681236105,496.2594819,0.322480943,0
M2480,3.382631988,6.565217838,1.784443311,4.632355136,2.71510515,66.61313877,5.838608381,0.96310631,-0.31484489,134.1719811,0.860581604,0
M2481,1.827302705,11.53418574,1.4994287,3.820369533,4.04485627,43.15059741,2.243033233,0.251268815,0.236639942,145.8644711,0.363435786,0
M2482,3.631271743,7.41217617,1.069194447,5.818814161,2.958608532,25.82855244,3.977370319,0.701579233,0.010369423,271.3578668,0.825901498,0
M2483,3.832126281,6.126891022,0.18891484,4.442720976,5.729407592,27.71878011,8.603889039,0.921601554,0.966576644,116.9529502,0.994657976,0
M2484,1.446387908,8.942150719,0.215069822,0.271724676,5.926084058,21.78817914,2.316684296,0.727999386,1.954096855,276.8177337,0.848723461,0
M2485,2.388026815,11.60641884,4.350275966,9.940577561,5.258791384,15.87447184,8.140346736,0.296244676,1.439910356,229.7253672,0.37883578,0
M2486,3.942962134,5.026812034,3.391965732,5.481048354,3.259135263,18.83678089,2.972142247,0.384216669,-0.423506245,196.080301,0.725689774,0
M2487,2.450222308,6.666873903,3.302662077,4.788944479,3.613949901,9.738353747,0.537999253,0.12718528,0.73303578,420.1723269,0.557227275,0
M2488,3.590642568,11.56913348,3.073214095,9.550711978,2.969222735,71.63381487,1.277358787,0.651482417,-0.800764855,422.652965,0.797191895,1
M2489,2.766194566,6.197601768,4.246095723,1.643017639,5.563031868,74.82558572,7.509619544,0.651693683,-0.259253539,494.5502601,0.195442525,1
M2490,2.125989724,5.792704161,2.401334628,1.973452265,5.658233111,49.00777944,2.76829508,0.752950523,-0.483346972,150.3896513,0.656227863,0
M2491,1.857350667,8.991310511,4.352054143,8.099346016,3.675482649,68.03671675,6.610626804,0.10989666,0.006636613,449.7248737,0.784983435,0
M2492,1.609669273,11.03290676,1.797225131,2.682227692,4.62613228,18.7678327,7.052149247,0.83605716,1.036441907,292.0306684,0.773169769,0
M2493,3.285394574,8.339768724,4.633537522,8.012348352,2.662212719,72.62553689,3.582160951,0.764839862,0.498179951,316.1567441,0.965413355,1
M2494,2.15962152,11.9619498,3.4932849,2.788181481,3.739743601,42.97711697,4.854206075,0.226797949,1.798727779,453.3319464,0.105490812,0
M2495,2.533826387,9.754201897,1.28588568,0.428557539,4.525996427,10.03737445,4.156917486,0.412863948,-0.36175348,474.1838584,0.378490401,0
M2496,2.47697644,5.51852435,2.820424608,5.218445766,3.541612474,15.59845584,9.484020164,0.674672404,0.092627439,377.065066,0.502725903,0
M2497,2.731837088,11.94982492,2.665152807,2.047195698,3.430398103,28.17323456,3.335498851,0.546217187,-0.01044227,206.5290944,0.344275352,0
M2498,3.596731437,7.855259657,0.689494109,7.6026783,2.003995969,8.266818527,1.996565814,0.203584838,-0.292109122,270.3505954,0.344300038,0
M2499,3.942218031,7.011817737,2.956214529,6.447876369,5.217173855,28.19700335,3.78280986,0.178610838,1.979512307,326.7742388,0.217322176,0
M2500,2.222752626,8.905154285,1.573928119,9.243666413,5.557350448,9.494782484,6.761253934,0.803310669,0.161676636,422.8880175,0.822303833,0
M2501,3.482556766,7.130153143,0.261743834,7.851584737,5.877854118,22.70207039,7.034154366,0.240370406,1.821526941,346.0764674,0.912665592,0
M2502,3.293583384,5.60520255,4.743280789,1.889681953,4.87708554,24.92523169,9.255761691,0.254883407,0.171420422,214.4514275,0.128210992,0
M2503,2.720586854,5.009998402,3.207451845,8.021566543,4.195169249,79.57767323,8.841193952,0.847830813,-0.387724964,238.0462031,0.197153966,1
M2504,3.868141431,8.14708347,4.384594659,6.453196744,3.077138079,22.66600053,3.0255411,0.650925671,-0.642381008,72.69696592,0.26703035,0
M2505,1.601423547,10.85804396,3.380280025,6.722621253,5.997197904,22.93898367,4.66059984,0.644244047,1.56668958,465.9205372,0.53353811,0
M2506,1.327792631,9.006206299,1.784918461,8.339402571,4.359011418,56.50917263,7.523236084,0.531411194,-0.903707079,89.653556,0.801613432,0
M2507,3.561885901,11.99445109,2.563440362,5.780858285,4.724616289,69.45181089,9.18206535,0.612095513,1.893183765,310.9688558,0.117882749,1
M2508,2.31744945,7.00792652,3.378733802,4.713434792,4.729624648,34.02915595,3.504217126,0.641592721,0.254573635,442.2433466,0.654972336,0
M2509,3.540906563,6.963185453,4.801261626,6.40274625,5.381007183,70.6713515,4.555526055,0.971043611,-0.257876947,239.3893623,0.191868683,1
M2510,3.679270616,6.118246222,1.268347296,3.049778547,2.038690155,30.51065156,9.01488705,0.300675977,0.852338397,410.0564694,0.972884214,0
M2511,1.187372781,6.148445118,4.374885293,1.907711598,2.880987762,19.77619097,3.713141957,0.293106178,-0.601261024,411.7172358,0.903834759,0
M2512,3.650394289,6.996306172,4.620389026,6.204219597,4.662136001,29.72291182,4.909027265,0.151496639,-0.783563279,76.93071736,0.952103706,0
M2513,2.344957166,10.54988032,3.352077573,2.415098854,5.580582947,50.70172804,9.064140584,0.692378919,1.483350056,235.4646766,0.150855684,0
M2514,2.531297467,11.34029753,4.656333137,0.891159583,4.741355128,32.53573695,8.061983536,0.594137963,0.274012324,360.961469,0.513634564,0
M2515,2.879777533,11.82561019,1.989392937,0.105486427,3.653965166,55.4670353,2.585623065,0.200115283,0.554764736,240.0590791,0.206984239,0
M2516,3.77914782,6.626027579,4.76508088,6.122362074,3.446221983,22.77019096,3.382991641,0.428085042,-0.469911973,295.3252617,0.620337773,0
M2517,1.057348283,11.16908282,3.513914386,3.685272956,4.951792033,57.57446705,3.658995529,0.260796885,-0.815727266,317.5060571,0.271102157,0
M2518,2.430530405,7.297785625,0.210028837,7.54787861,4.964950789,31.05787724,9.14483704,0.398333566,0.103328398,118.0532195,0.782099434,0
M2519,3.063166127,5.789883812,4.534364159,3.814246343,4.42823197,39.19012787,9.989550624,0.956137752,0.518438757,235.3915428,0.661802471,0
M2520,3.168120873,11.09017448,2.422364045,4.911434138,3.165868096,46.83088553,7.785242161,0.714986955,1.296291866,62.80844976,0.593024365,0
M2521,3.077597295,9.452739443,2.301634924,4.130141231,5.700619274,56.46687524,4.946397764,0.106812191,0.503156001,117.3317374,0.8339658,0
M2522,1.403305388,6.153116273,2.83233303,6.540690432,4.207519768,22.90352689,0.299703417,0.327257266,1.347521053,280.5143285,0.525259379,0
M2523,1.898186765,8.008818803,0.746922734,3.625777704,5.161969425,67.69591531,7.035382955,0.109325392,-0.653701661,308.1136991,0.306359153,0
M2524,2.076146576,7.010803864,2.345830243,9.641299734,2.857233049,59.13820623,4.015739412,0.743381649,-0.808111684,115.805483,0.639670222,0
M2525,3.413311623,10.15756198,4.155636084,9.367855167,3.376163154,22.55734393,6.403267408,0.522479622,-0.523417108,390.0286716,0.959209501,0
M2526,1.836279617,8.173913614,0.077412296,8.495476236,5.498318066,78.1230922,6.145600842,0.994616823,1.316036381,217.8445495,0.621101395,1
M2527,1.632114892,11.92495962,1.364585802,9.210972679,2.20042812,54.85977433,4.912154154,0.760224935,1.277990693,464.292468,0.648138477,0
M2528,3.872344057,5.383214876,0.012272932,4.546482916,4.049261245,38.93201649,9.454996498,0.566121648,-0.575896586,224.4482255,0.938013147,0
M2529,1.026589855,7.485106863,2.078556546,5.410660928,3.926821919,16.81454942,0.426834184,0.824234885,-0.907034025,117.4149394,0.539511345,0
M2530,3.993462567,8.37330117,3.641577552,7.446716666,5.004920756,44.99157517,7.178898348,0.734323286,1.055845809,391.0867064,0.996539589,0
M2531,3.030463897,8.521934883,3.993859146,6.991844657,3.127575082,17.35819151,4.216430709,0.31939856,1.56584535,305.5103602,0.201678941,0
M2532,3.485407898,7.211550757,4.725948806,8.917718096,2.876267287,37.2118759,7.195146415,0.577232447,1.262323087,224.0096757,0.560187851,0
M2533,1.883858189,10.10468174,3.042523065,7.19167717,5.704531355,35.65343921,6.817152546,0.600398852,-0.391603058,210.1807235,0.252255799,0
M2534,1.042945833,11.12322951,1.273134333,9.979058611,4.286838608,58.99547333,0.300332425,0.506108529,0.751303692,117.8460381,0.48066005,0
M2535,3.213608556,11.57103511,4.620739746,3.550207418,2.418758273,19.42873859,2.996317253,0.261273361,1.272097162,203.3755824,0.212045214,0
M2536,3.502433791,10.63565364,3.876578769,8.346677648,2.772144649,66.64035162,2.053096901,0.301032146,-0.232513886,63.20486344,0.261402333,0
M2537,3.221428396,10.95406138,2.872142415,7.006584746,5.995304238,29.45992453,1.836466259,0.352942661,0.583162404,276.0808613,0.250260047,0
M2538,1.428550862,8.853817104,3.478201079,6.944725808,2.782435985,38.29914702,7.339071504,0.109229634,-0.056618788,453.5256838,0.354029772,0
M2539,3.260283767,10.78121758,4.621581775,3.325772389,4.441902045,62.92557317,2.547603221,0.925249503,-0.323273748,407.8988583,0.177874783,0
M2540,3.306768346,7.124527364,3.561970142,7.877457745,3.680512316,51.90442998,4.852428627,0.717486392,1.90876798,62.83453874,0.818875066,0
M2541,2.975621547,7.789351335,1.841872538,9.013722621,5.542396379,28.10190139,2.620492154,0.720655584,1.737745881,446.5671468,0.259641817,0
M2542,3.298347798,7.218391097,3.565141011,2.263629769,5.020674369,33.96521934,5.88629147,0.615097552,0.337003193,253.546173,0.445740545,0
M2543,3.537764319,8.271711348,0.201390814,6.292418687,4.387805585,27.93401105,7.261622927,0.720379727,-0.589665817,135.9011594,0.065254281,0
M2544,2.840812343,6.999057314,1.932077809,3.982134808,2.042955927,49.60776255,3.444532439,0.983676295,1.18372191,388.5853798,0.149637466,0
M2545,1.265814142,11.7312801,2.031615159,9.896526381,5.51918083,29.94683999,6.109604313,0.446644304,-0.23289661,195.2930976,0.901458305,0
M2546,2.462883429,7.189912396,0.834191172,4.840444877,3.778669883,59.42732711,8.283576789,0.741273028,-0.494446582,163.9932904,0.845302194,0
M2547,1.232948004,5.686311767,0.115427403,2.360369721,5.726310612,48.48403689,1.123397995,0.423576104,0.144587053,122.5932831,0.84887633,0
M2548,2.222629093,8.687720162,0.666906183,3.88039049,3.982156051,15.92799588,7.164571871,0.868859919,0.589549428,268.9798581,0.440785746,0
M2549,2.221319467,5.399693549,3.273107479,6.573000059,4.776897957,28.2701464,3.366820455,0.872225746,-0.707679011,92.0272998,0.184454259,0
M2550,1.198029532,5.773802164,4.011444082,0.853284776,2.277170598,21.60855814,1.401969574,0.912039783,0.715239419,403.5259081,0.152499795,0
M2551,2.046461602,6.535725724,4.941017464,6.07565901,4.980606614,34.27349094,5.547411235,0.104916992,-0.953954876,261.8035595,0.625322589,0
M2552,1.332994296,8.250451749,1.731817516,9.319125116,3.351984125,43.69880647,2.417370729,0.3683723,1.675607182,251.1393876,0.836783592,0
M2553,3.42470563,8.032756526,2.996896111,8.518591598,3.405436057,43.0072143,8.249345568,0.220531916,1.762225068,50.83428042,0.905108758,0
M2554,3.843064078,10.59784303,4.685724834,0.769968013,2.474623379,61.58927574,0.620379913,0.508587578,1.199212321,418.0387371,0.324295068,0
M2555,1.216949426,10.17632258,0.835208907,9.9345598,2.587428595,19.18788977,1.166798383,0.545904678,0.399648226,271.7766766,0.354975241,0
M2556,3.865345622,7.984228058,3.588227932,7.017396545,2.743036225,75.9854622,5.305762035,0.330313639,-0.235311188,247.9525339,0.145832824,1
M2557,2.567729798,7.335929453,3.774893666,1.706580161,3.312824674,30.71338302,5.971629484,0.751101843,1.232336272,392.6231984,0.7856893,0
M2558,1.898697034,7.215281488,0.444877679,0.222919283,5.567879651,27.51866352,7.352889312,0.342792745,1.795391606,78.3043471,0.311905758,0
M2559,1.230586226,10.41796561,4.306246926,1.795698099,3.473040953,56.38839336,2.740755137,0.868502238,-0.524398885,215.0062052,0.506882996,0
M2560,2.501872804,5.364506844,4.065525236,8.397941615,4.897450826,65.41374715,8.449252,0.259893431,0.397465968,309.0802809,0.932452439,0
M2561,3.383546633,5.089751547,0.167015033,0.314229317,2.330990016,33.38538236,9.54079493,0.430511765,-0.054215092,257.2599032,0.764604944,0
M2562,3.121259432,10.56881074,0.455422074,2.408158306,4.364395197,61.01352312,5.090585175,0.660013983,0.070225367,131.7375004,0.100101001,0
M2563,1.150678034,8.340024632,0.245634469,7.597325394,3.927564925,71.28019671,7.653207377,0.644801563,0.217273344,184.6744285,0.057746865,1
M2564,1.218705506,5.91616797,1.673717659,5.902494305,5.911831788,62.51027489,5.343513875,0.170226201,1.855389033,185.0902509,0.79803753,0
M2565,2.208619848,6.648961542,2.546444953,7.849083533,5.38483108,7.564736418,0.880776888,0.861632751,-0.224088496,496.3868612,0.574875225,0
M2566,1.885871482,11.52752767,2.66173864,7.486889988,3.81931909,67.05266835,3.395892826,0.63825844,0.478027517,196.7887035,0.734317689,1
M2567,1.697152969,11.01652083,1.338333799,0.600953733,5.100571056,63.08607188,1.057369558,0.882873594,1.854462415,142.3319281,0.198974556,1
M2568,1.843013497,9.968495352,4.557984433,8.935863049,2.772154965,55.19676786,9.891015369,0.88087202,0.428170671,420.1867189,0.878445457,0
M2569,3.41044823,8.375576612,1.841313949,2.347615159,4.24934531,62.00168143,2.444453938,0.591326821,1.590798566,239.5270648,0.78465873,1
M2570,3.787684161,8.642265383,0.22775078,5.578585158,2.298476222,78.45690469,6.43182411,0.919703312,-0.823705677,249.7386625,0.896296968,0
M2571,2.215308084,11.82671175,1.501135558,6.47845275,3.392356129,37.33346659,2.986581999,0.863567019,1.859091255,297.0000786,0.374041279,0
M2572,3.718333006,11.76039311,2.655547113,1.769419288,2.903448726,10.04174262,6.60181291,0.96231065,-0.437406559,318.0601388,0.311919936,0
M2573,1.964487104,6.506883321,2.041109113,9.764689441,4.875639261,39.56674772,2.261936571,0.865448559,1.939805104,315.7500202,0.194144868,0
M2574,2.429310959,10.67773196,1.369212595,4.932743965,3.960362765,8.482524154,7.895646646,0.839083466,-0.473269404,65.52487508,0.933584083,0
M2575,1.678086993,6.380698663,0.656616249,0.670662686,5.004281915,27.06878061,1.285953708,0.522424433,0.333097843,418.4790948,0.217987743,0
M2576,2.921428127,6.494762345,4.0958225,9.378894243,4.061181751,49.01598438,8.972473921,0.290827954,-0.074156525,137.6837686,0.163351372,0
M2577,3.936943346,9.732651239,4.980726211,5.904051648,2.345937769,28.22171697,8.436132587,0.91963786,0.299694263,181.5539575,0.233044299,0
M2578,2.810479288,7.83500769,1.647710668,7.02201266,4.941470599,56.40464344,6.852311968,0.750294268,-0.24842578,128.043284,0.78281264,0
M2579,2.073442252,11.52081085,1.908105221,5.29924032,5.332917056,66.64897458,0.860663346,0.353573078,1.895952237,395.1844959,0.895052773,1
M2580,2.943452338,5.623068144,3.090187623,8.363905752,5.614124904,36.53293845,2.243976478,0.40689615,-0.082825048,312.6460967,0.820367784,0
M2581,1.368762035,8.580679486,3.592207374,0.428021276,4.287967781,72.51034635,8.621743638,0.717470661,0.959824736,389.8832687,0.585076625,1
M2582,3.665977241,11.42965071,1.960147674,2.756945816,5.014341436,10.98791985,1.395349456,0.530035578,-0.587657531,344.0292824,0.994190038,0
M2583,2.509251852,11.32879562,4.524647585,4.749518728,5.008177348,68.00848732,1.728134544,0.173334306,1.473162455,96.87138549,0.115411361,0
M2584,2.348049226,6.095704494,2.800019946,0.858375802,2.622999039,67.14298591,5.531232573,0.227303151,0.627523831,185.6748991,0.873832094,0
M2585,2.757594365,7.566463901,2.251950382,7.088476026,2.65688275,29.14954222,2.886938909,0.771083815,1.938338374,278.2693218,0.456328169,0
M2586,2.874351588,9.3338498,3.233363766,3.997267799,2.283542023,27.40363903,2.376341859,0.395712576,0.270206651,187.2252641,0.482366231,0
M2587,1.215327419,6.115764193,4.764019241,2.799413104,3.279654541,27.88212359,5.842971632,0.556884486,-0.413656375,143.286757,0.171215149,0
M2588,3.047851664,11.7761552,3.972761472,0.133450583,3.894034351,65.85452843,3.851251429,0.78995933,0.038056998,441.4153861,0.081761326,0
M2589,1.725795041,11.4032453,0.200065653,7.226320086,5.991591411,67.37401157,1.577486988,0.776058034,1.210896818,386.5026538,0.35079691,1
M2590,3.141857898,6.168651253,1.661549554,8.354712158,3.723973368,29.72918441,5.441566922,0.250313524,0.977319563,205.3490272,0.216110856,0
M2591,3.467604383,5.848088229,2.352723425,4.010901303,4.904970354,49.44427606,3.992721552,0.188554478,1.335042223,394.2555632,0.509171818,0
M2592,3.411875523,5.59785938,1.572587861,5.685757973,4.773588105,15.41999221,7.398264388,0.632037064,-0.779589123,332.3923783,0.189964,0
M2593,2.657502902,11.36610565,3.500937804,2.354097597,2.817927801,40.15840537,1.207003335,0.767469587,0.741106326,51.70358013,0.18103135,0
M2594,2.560509677,6.355366669,4.131345749,6.259756698,2.234028606,79.90946381,6.282009791,0.23413593,1.796506031,221.1179117,0.883130035,1
M2595,1.428627884,7.9139945,3.656725476,0.220160837,4.184027006,16.91293608,4.477634604,0.434759759,-0.676294242,180.7193746,0.925229966,0
M2596,3.326038451,8.14195956,4.946666434,4.937574581,4.801222369,76.067198,4.179406376,0.883250196,-0.716994223,148.0588798,0.966005398,1
M2597,1.814228141,9.193077309,1.362738239,6.47763427,5.993007161,66.81910415,2.476419342,0.949800827,1.149813094,163.2152273,0.696477321,1
M2598,2.490086268,5.502147406,4.374947475,9.190098555,3.434444209,77.91609882,0.498175076,0.508662785,-0.054452632,474.064181,0.78246568,1
M2599,1.852822279,6.587310322,3.833113326,3.87522459,5.585458248,18.46840705,8.507354105,0.171564341,0.975737631,268.8426806,0.843995517,0
M2600,1.401485089,11.52043271,1.810893788,7.67538301,3.527729823,21.01388678,3.398818843,0.331926811,0.636153539,431.4689232,0.675975956,0
M2601,2.888673091,11.35887075,3.670622718,6.017101596,4.757646834,6.26503863,6.874692189,0.309672928,1.958199975,146.3977185,0.363730949,0
M2602,1.162996104,10.46903453,0.520379782,9.277419918,4.393011722,59.35263597,9.486356518,0.315067348,1.667169251,128.4817098,0.198567649,0
M2603,3.245935702,5.135808719,3.946667412,4.043938989,2.211915173,53.30710201,5.736904921,0.544493535,1.034218345,449.9553147,0.275409642,0
M2604,1.952760386,7.289047379,2.661653013,3.259043865,2.313553708,18.35490787,4.092039645,0.624903087,-0.214976122,273.0671086,0.848393349,0
M2605,1.000404079,9.395711147,1.461450864,8.882705787,2.083056359,64.33587242,2.82908095,0.21025863,-0.214275514,452.8184564,0.711292376,0
M2606,2.533387418,6.926331482,3.278886509,0.587519574,3.483336338,27.43966296,9.353629168,0.900420406,1.646731402,78.36298379,0.483005975,0
M2607,1.140555726,11.36710687,3.208099994,1.45021539,4.983204195,15.1246677,6.884352817,0.657976441,0.756023196,462.395985,0.077934823,0
M2608,1.828508673,9.437226233,1.047431114,0.915803902,2.691021576,36.69219988,6.719757654,0.637526557,1.367845346,236.9503924,0.302894152,0
